,url,headline,date,full Text
265,https://www.straitstimes.com/singapore/courts-crime/coroner-baby-girl-suffocated-in-bed-after-being-trapped,Coroner: Baby girl suffocated in bed after being trapped,"Oct 8, 2019, 5:00 am","Coroner: Baby girl suffocated in bed after being trapped - Just weeks before her death, a baby girl had to be attended to when she cried after getting trapped in a gap between a mattress and the bed rail. Seven-month-old Yuri Chua Le En, who slept in a bed in her own room, ended up in the same spot again - this time with fatal consequences. On Jan 15 this year at around 7am, her father went to check on her and found her unresponsive. The police were alerted and paramedics who came to the family's Jurong East flat pronounced the baby dead at the scene. Her parents were not named in court documents. A forensic pathologist later certified her death to be consistent with suffocation. Following an inquiry last Friday, State Coroner Kamala Ponnampalam found Yuri's death to be an ""unfortunate misadventure"". She said that according to the pathologist, a developmentally normal seven-month-old baby can usually roll around on a bed, but is unable to crawl or climb effectively. As a result, when the baby accidentally rolls into a gap, it is unlikely that he or she can climb out of it. The state coroner added that paediatricians and those involved in infant care regularly emphasise the ABCs of safe sleep for babies - ""alone, back and crib"". She explained: ""The infant should not sleep in the same bed as others, but not necessarily in a different room. There is always a risk of suffocation... when a larger person rolls over and the infant's airway becomes blocked."" She also said infants should always be put to sleep on their back, as this is found to be the safest sleeping position for them. They should also sleep in a ""well-built crib, free of loose bedding, pillows and toys, which could cause entrapment or suffocation"". Yuri's parents had arranged for their daughter to sleep alone in a bedroom since last December. Their intention was to allow her to transition to the next stage of her development, said the state coroner. The couple were also unwell at the time and did not want to infect their child by sleeping in the same room as her. On Jan 14, Yuri's mother breastfed her at around 7pm and patted her to sleep. The father checked on Yuri at around 7am the next day and found her body ""almost fully trapped"" in the gap between the mattress and the padded bed rail. Paramedics pronounced her dead at around 8am. "
266,https://www.straitstimes.com/singapore/courts-crime/baby-dies-after-mum-falls-asleep-while-breastfeeding,Baby dies after mum falls asleep while breastfeeding,"Oct 8, 2019, 5:00 am","Baby dies after mum falls asleep while breastfeeding - The death of a 15-day-old baby could have been caused by ""unintentional suffocation"" after his mother nodded off while breastfeeding in September last year. She woke up about 1½ hours later to find the infant unresponsive and with dried vomit on his cheeks. Two hours later, the baby was pronounced dead in hospital. In an inquiry last week into the death of Nor Eilshan Emran Muhammad Nor Aszroy, State Coroner Kamala Ponnampalam said there was no reason to suspect foul play. While the cause of the death could not be confirmed, she added, it was likely to have been the result of ""unintentional suffocation"". The mother's name was not revealed in court documents seen by The Straits Times, but it was indicated that Nor Eilshan was not her first child. Senior nurse manager at KK Women's and Children's Hospital (KKH), Ms Teo Puay Ling, was quoted as saying in court documents that there are two preferred breastfeeding techniques. One is the ""football hold"" position in which the baby is tucked under the mother's arm like a football. The other is the ""modified cradle hold"", in which the baby is held in the crook of the arm opposite the breast he is feeding from. State Coroner Kamala said: ""(Ms Teo) stated that (KKH) does not encourage the 'side lying' method to avoid unintentional suffocation should the mother fall asleep during breastfeeding. ""Mothers may feel sleepy and doze off when the relaxing hormone oxytocin is released during breastfeeding... It is then important to have another person present to put the baby back in the cot if the mother falls asleep."" A routine screening at KKH after the baby was born on Aug 17 last year had revealed no abnormalities. Mother and son went to stay at his maternal grandparents' home in Sengkang after they were discharged on Aug 20 last year. Twelve days later, at around 1.30am, the mother fed Nor Eilshan with her left breast by using the side lying method, and fell asleep. When her husband woke up at around 3am to use the toilet, the noise woke her up. She felt ""something wet"" as she moved her left hand to lift the baby, and asked her husband to turn on the lights. She found her son unresponsive, with vomit and bloodstains on his swaddling cloth. An ambulance took the baby to Sengkang General Hospital, where he was pronounced dead at around 5am. "
267,https://www.straitstimes.com/singapore/courts-crime/former-bank-officer-to-be-charged-with-defrauding-victims-of-over-19-million,Former bank officer to be charged with defrauding victims of over $1.9 million,"Oct 7, 2019, 10:20 pm","Former bank officer to be charged with defrauding victims of over $1.9 million - SINGAPORE - A former bank officer is expected to be charged on Tuesday (Oct 8) with defrauding his victims of more than $1.9 million. Police said in a statement on Monday that the 33-year-old former senior personal banker allegedly committed cheating and money laundering offences between February 2015 and April 2018. This resulted in his victims losing over $1.9 million. He is accused of defrauding his victims by getting them to place their money in bogus fixed deposits and invest in fake financial products. To assure his victims, he is suspected of using forged documents. The man is also accused of attempting to obstruct the course of justice by attempting to tamper with the evidence of two witnesses after he suspected that the police were investigating the matter. Commercial Affairs Department officers were involved in the investigations. The former bank officer is expected to face more than 90 charges. Of these, he is slated to face six counts of criminal breach of trust by agent. If convicted, he could be imprisoned for life, or be jailed for up to 20 years and fined for each charge. He is also expected to face 65 counts of converting or transferring benefits of criminal conduct, or money laundering. If found guilty, he could be jailed for up to 10 years, fined up to $500,000, or both. "
268,https://www.straitstimes.com/singapore/courts-crime/baby-girl-found-trapped-between-mattress-and-bed-rail-died-of-suffocation,Baby girl found trapped between mattress and bed rail died of suffocation: Coroner,"Oct 7, 2019, 5:46 pm","Baby girl found trapped between mattress and bed rail died of suffocation: Coroner - SINGAPORE - Just weeks before her death, a baby girl had to be attended to when she cried after she got trapped in a gap between a mattress and the bed rail. Early this year, seven-month-old Yuri Chua Le En, who slept in her own room, ended up in the same spot again - this time with fatal consequences. On Jan 15, at around 7am, her father went to check on her and found her unresponsive. The police were alerted and paramedics who came to the family's Jurong East flat pronounced the baby dead at the scene. Her parents were not named in court documents. A forensic pathologist later certified her death to be consistent with suffocation. Following an inquiry last Friday (Oct 4), State Coroner Kamala Ponnampalam found Yuri's death to be an ""unfortunate misadventure"". She said that according to the pathologist, a developmentally normal seven-month-old baby can usually roll around on a bed but is unable to crawl or climb effectively. As a result, when the baby accidentally rolls into a gap, it is unlikely that he or she can climb out of it. The state coroner added that the paediatricians and those involved in infant care regularly emphasise the ABCs of safe sleep - ""alone, back and crib"". State Coroner Kamala said: ""The infant should not sleep in the same bed as others but not necessarily in a different room. There is always a risk of suffocation... when a larger person rolls over and the infant's airway becomes blocked."" She also said infants should always be put to sleep on their back, as this is found to be the safest sleeping position for them. They should also sleep in a ""well-built crib, free of loose bedding, pillows and toys, which could cause entrapment or suffocation"". Yuri's parents had arranged for their daughter to sleep alone in a bedroom since December last year. Their intention was to allow her to transition to the next stage of her development, said the state coroner. The couple were also unwell at the time and did not want to infect their child by sleeping in the same room. On Jan 14, Yuri's mother breastfed her at around 7pm and patted her to sleep. The father checked on Yuri at around 7am the next day and found her body ""almost fully trapped"" in the gap between the mattress and the padded bed rail. Paramedics pronounced her dead at around 8am. "
269,https://www.straitstimes.com/singapore/courts-crime/singapore-supreme-court-judge-appointed-judicial-commissioner-of-brunei,Singapore Supreme Court judge appointed Judicial Commissioner of Brunei Supreme Court,"Oct 7, 2019, 4:50 pm","Singapore Supreme Court judge appointed Judicial Commissioner of Brunei Supreme Court - SINGAPORE - The Republic's Justice Kannan Ramesh has been sworn in by Brunei Sultan Hassanal Bolkiah as a judicial commissioner of the Supreme Court of Brunei on Monday (Oct 7). The appointment is for a two-year period, and the 54-year-old will continue to hold his position as a full-time judge of the Supreme Court of Singapore. As a judicial commissioner of the Supreme Court of Brunei, Justice Ramesh will spend up to a month in Brunei each year to read, hear and write judgments on primarily commercial cases and certain civil ones. All part-time judges appointed to the Supreme Court of Brunei are designated as judicial commissioners. This has no bearing on the judge's seniority nor his jurisdiction, powers, duties or authority when hearing cases. In the Singapore Supreme Court, Justice Ramesh was appointed judicial commissioner in May 2015 and judge of the High Court in April 2017. This is not the first time a Singapore judge has been appointed in a foreign court. Justice Quentin Loh was appointed to the Supreme Court of Fiji, and Justice Judith Prakash has been appointed to the Dubai International Financial Centre Courts. In welcoming Justice Ramesh's new appointment, Chief Justice Sundaresh Menon said: ""This appointment will strengthen cooperation between the two courts and deepen the already close ties between Singapore and Brunei. ""It will also raise the Singapore's international standing and reputation as a legal and judicial centre."" Justice Ramesh said of his appointment: ""I am humbled by the invitation to be a member of the Brunei Darussalam judiciary. It is an honour and a privilege. ""I very much look forward to working with (the Brunei Supreme Court's) Chief Justice Steven Chong and the many august members of the Brunei Bench."" "
270,https://www.straitstimes.com/singapore/courts-crime/babys-death-could-be-due-to-unintentional-suffocation-after-mother-fell,Baby likely died from 'unintentional suffocation' after mother fell asleep while breastfeeding,"Oct 7, 2019, 3:16 pm","Baby likely died from 'unintentional suffocation' after mother fell asleep while breastfeeding - SINGAPORE - The death of a 15-day-old baby boy could have been caused by ""unintentional suffocation"" after his mother nodded off while breastfeeding him in September last year. She woke up about 1½ hours later and found the infant unresponsive with vomit residue on his cheeks. Baby Nor Eilshan Emran Muhammad Nor Aszroy was pronounced dead in hospital about two hours later at around 5am on Sept 1 last year. In an inquiry last week into his death, State Coroner Kamala Ponnampalam said there was no basis to suspect foul play in this case and added that his death was likely to have been the result of ""unintentional suffocation"". As the medical cause of Nor Eilshan's death is unascertained, she said: ""I am constrained to record an open verdict."" The mother's name was not revealed in court documents seen by The Straits Times. The baby was born at KK Women's and Children's Hospital (KKH) on Aug 17 last year and a routine screening conducted that day revealed no abnormalities. While still in hospital, the mother declined the nurses' offer to teach her how to breastfeed. She said she had breastfed her firstborn, a daughter, who was then 17 months old. In the ward, the nurses observed her breastfeeding Nor Eilshan and left when they saw that she was progressing well. Senior nurse manager at KKH, Ms Teo Puay Ling, had said that there are two preferred breastfeeding techniques. One is the ""football hold"" position where the baby is tucked under the mother's arm like a football. The other is the ""modified cradle hold"", where the baby is held in the crook of the arm opposite the breast he is feeding from. State Coroner Kamala said: ""(Ms Teo) stated that (KKH) does not encourage the 'side lying' method to avoid unintentional suffocation should the mother fall asleep during breastfeeding. ""Mothers may feel sleepy and doze off when the relaxing hormone oxytocin is released during breastfeeding... It is then important to have another person present to put the baby back in the cot if the mother falls asleep."" Both mother and son went to his maternal grandparents' home in Sengkang after they were discharged from KKH on Aug 20 last year. Twelve days later, at around 1.30am, the mother fed Nor Eilshan with her left breast by using the side lying method. While doing so, she fell asleep with her left arm stretched out above her head and underneath a pillow. When her husband woke up at around 3am to use the toilet, the noise woke her up. She felt ""something wet"" as she moved her left hand to lift the baby and asked her husband to turn on the lights. She then found her son unresponsive, with vomit and bloodstains on his swaddling cloth. He was taken in an ambulance to Sengkang General Hospital, where he was pronounced dead at around 5am. Associate consultant forensic pathologist Belinda Lee had stated that his cause of death was ""unascertained"". The post-mortem external examination also showed no internal or external injuries. The state coroner said in her findings that according to Dr Lee, it was plausible that the baby had suffocated while his mother was asleep. Dr Lee had also said suffocation can occur when an infant's nose and mouth becomes obstructed by pillows, bedding material or other people when they sleep together on the same bed. This obstruction could then lead to a lack of oxygen supply, and death. "
271,https://www.straitstimes.com/singapore/courts-crime/cnb-officer-allegedly-assaulted-man-multiple-times-to-extort-confession,CNB officer allegedly assaulted man multiple times to extort confession,"Oct 7, 2019, 9:56 am","CNB officer allegedly assaulted man multiple times to extort confession - SINGAPORE - A Central Narcotics Bureau (CNB) officer allegedly assaulted a man multiple times to extort a confession involving some drugs found in the latter's possession. Vengedesh Raj Nainar Nagarajan, 32, was charged in court last Friday (Oct 4) with three counts of voluntarily causing hurt to extort a confession. If convicted of the offence, he can be jailed for up to seven years and fined or caned for each charge. He is accused of assaulting the man in a toilet at the Woodlands Checkpoint CNB Block B office on the third storey between 5.58am and 9.30am on Jan 2, 2017. According to court documents, Vengedesh is said to have kicked, punched and slapped the man to induce him to confess that he knew about a bundle of drugs found in his raincoat bag. This allegedly took place between 5.58am and 6.14am that day. Between 8.35am and 8.43am, Vengedesh allegedly kicked and punched the man again to extort him into confessing that the bundle of drugs contained heroin. He is accused of assaulting the man for the third time between 9.28am and 9.30am that day. This time, he is said to have done so to induce the alleged victim into confessing that he knew about a second bundle of drugs in the raincoat bag. Court documents did not reveal any information about the outcome of the drug-related case or what happened to the man afterwards. CNB said that Vengedesh has been suspended since last Saturday. The bureau added it had discovered possible serious misconduct by Vengedesh against the man, and referred the matter to the police. ""(CNB) does not condone any misconduct by our officers, and takes a serious view of all complaints against our officers,"" the bureau said. Vengedesh was offered bail of $15,000 and will be back in court on Nov 1. "
272,https://www.straitstimes.com/singapore/courts-crime/tough-rape-case-exemplifies-difficulty-faced-by-prosecutors,Tough rape case exemplifies difficulty faced by prosecutors,"Oct 7, 2019, 5:00 am","Tough rape case exemplifies difficulty faced by prosecutors - Judicial Commissioner Mavis Chionh cited from her long years as a public prosecutor a case that stood out for exemplifying the difficulty a prosecutor faces. It was a ""very tough"" rape case. The victim had a mental and emotional breakdown after the incident and did not want to speak about it for quite a long time. It was so traumatic that when the prosecutors handling the case asked her anything about the rape, she would literally scream, throw herself on the floor, and cry. But she was comfortable talking about any other subject. Ms Chionh said: ""My colleague was very patient; it took months and a good number of interviews with this victim."" After months of interaction, the victim grew to trust the prosecutors and agreed to testify in court as she wanted closure. When the accused, who had claimed trial, learnt that the victim was going to testify, he pleaded guilty and was jailed and caned. Said the judicial commissioner: ""I remember the victim was so relieved that she cried and cried on the day the prosecutors told her the accused had pleaded guilty and had been sentenced. ""What would have happened if the prosecutors did not put in the extra effort (in preparing the victim) and simply decided to just move on with proceeding to trial? ""The feeling that you have managed to achieve a measure of justice for the victim of a serious crime... is something that you appreciate when you are a public sector lawyer or prosecutor,"" she said. "
273,https://www.straitstimes.com/singapore/courts-crime/man-on-trial-for-stealing-52000-from-girlfriend-after-moving-in-with-her,"Man on trial for stealing $52,000 from girlfriend after moving in with her","Oct 5, 2019, 11:56 am","Man on trial for stealing $52,000 from girlfriend after moving in with her - SINGAPORE - A man who moved in with his girlfriend to take care of her allegedly stole around $52,000 from her by stealing and using her ATM and credit cards, a district court heard on Friday (Oct 4). Marcus Kong Wei Keong is accused of 32 counts of theft for stealing from his ex-girlfriend, Ms Felicia Lee Yen Pheng, who was suffering from severe eczema. He also faces another 21 charges for offences under the Computer Misuse Act, related to unauthorised fund transfers made from Ms Lee's accounts to his own. Kong, whose age and occupation were not stated in available court papers, is also accused of giving a false statement to a police officer. He allegedly denied knowing how money was transferred from Ms Lee's accounts to his. On the first day of the trial, Deputy Public Prosecutor Edwin Soh said in his opening statement that Kong had offered to move in with Ms Lee around May 2015, so that he could ""take care"" of her. ""However, the accused abused Felicia's trust and stole various credit and ATM cards belonging to her,"" said DPP Soh, according to court documents. Kong allegedly used her cards to withdraw monies. He is also accused of transferring funds from Ms Lee's accounts to his own. But Ms Lee only found out about the unauthorised transactions when she was unable to buy a product using her credit card as she had reached her card's credit limit, said DPP Soh. ""This spurred her to make further inquiries and discover the unauthorised transactions,"" he said. Even after she asked Kong to move out in February 2016, Ms Lee allegedly received phone calls from loan sharks who demanded that she settle Kong's debts for him. Because of his actions, Ms Lee's savings were depleted, said DPP Soh. Kong is contesting these charges, and is representing himself in the trial, which will continue next week. "
274,https://www.straitstimes.com/singapore/courts-crime/witness-identifies-accused-as-maserati-driver,Witness identifies accused as Maserati driver,"Oct 5, 2019, 5:00 am","Witness identifies accused as Maserati driver - The Maserati car owner, who was allegedly involved in a hit-and-run case in Bedok Reservoir Road, phoned a friend minutes later to tell him he was involved in an ""incident"" with the Traffic Police, a district court heard yesterday . In his testimony, marketing executive Jeff Chan said Lee Cheng Yan, 35, also told him he fled the scene of the incident. The pillion rider of a motorcycle that had tailed the Maserati that day also testified and identified Lee in court as its driver. Businessman Yan Junfeng said that during the pursuit, the car stopped momentarily at the traffic light junction of MacPherson and Aljunied roads as there were other vehicles in front of it. Mr Yan said he knocked on the window on the driver's side and Lee turned to look at him ""face to face"". Lee is claiming trial to 10 charges related to the incident, which happened around 9.20pm on Nov 17, 2017. They include voluntarily causing grievous hurt to then 26-year-old Staff Sergeant Khairulanwar Abd Kahar, failing to stop after an accident and obstruction of justice. He has denied he was the driver of the Maserati that evening, saying it was being driven by a man identified only as ""Kelvin""in court. The court heard Lee looked ""very nervous"" when he turned up at Mr Chan's Kallang Bahru flat around 10pm on the day of the incident. Mr Chan told District Judge Ng Peng Hong he tried to persuade Lee to surrender to the authorities. He also said that around 11pm, Lee asked if he could drive him home to Potong Pasir. When they arrived at his home, they spotted patrol cars in the vicinity. ""He didn't dare go home and asked to go back to my home again,"" Mr Chan told the court. At the flat, Lee asked to borrow a T-shirt and he threw his own white T-shirt down the rubbish chute. The police arrived at Mr Chan's home around 2am on Nov 18, 2017. Lee was arrested and charged in court later that day. Mr Chan said the police later searched his car and found the key to Lee's Maserati near the front passenger seat. ""I was very angry,"" he added, as his car was impounded for about five months. He is no longer on good terms with Lee, he said. Mr Yan, in his testimony, said when he spotted a Traffic Police officer stopping the white Maserati, he began video recording the scene on his mobile phone. The driver remained in the car and swerved to the right before speeding away, he added. He promptly called the police as he felt a hit-and-run accident had taken place. The motorcycle pursued the car and when it stopped at the junction of MacPherson and Aljunied roads, he knocked on the car window. ""I wanted to tell (the driver) to stop. He turned and looked at me in shock,"" he added. Lee ignored Mr Yan and the motorcycle continued tailing the Maserati before losing sight of it near Wan Tho Avenue, off Upper Serangoon Road, the court heard. Lee is out on $60,000 bail and the trial will resume on Monday. "
275,https://www.straitstimes.com/singapore/courts-crime/probation-sentence-for-molester-on-hold-pending-appeal,Probation sentence for molester on hold pending appeal,"Oct 5, 2019, 5:00 am","Probation sentence for molester on hold pending appeal - Undergraduate Terence Siow Kai Yuan, 23, will not start his probation term for molesting a 28-year-old woman in an MRT train while an appeal against his sentence is before the courts. District Judge Jasvender Kaur yesterday allowed a stay of execution on the probation order, pending the outcome of the prosecution's appeal. Prosecutors are seeking to overturn the judge's decision to sentence Siow to 21 months' supervised probation, instead of their proposed sentence of six weeks' jail. Besides the probation, Siow was also ordered on Sept 25 to perform 150 hours of community service and attend an offence-specific treatment programme. His parents had to put up a $5,000 bond to ensure their son's good behaviour during the probation. In Siow's probation suitability report, the student admitted to committing similar acts since he enrolled in the National University of Singapore in 2016, but indicated he was unable to recall the number of times he did it. However, the judge rejected the prosecution's call for a jail sentence, saying Siow had a strong propensity to reform and had characterised his offences as ""minor intrusions"". Noting his academic results and the recommendation for probation, the judge said: ""I think there can be no doubt that there is extremely strong propensity for reform. ""He was 22 years old when he committed the offences... and the nature of the acts (is) relatively minor."" The decision prompted many to question the adequacy of the sentence and the relevance of academic results in sentencing him. Law Minister K. Shanmugam also weighed in on the topic, taking to social media to express his surprise at the sentence, while calling for netizens to avoid casting aspersions on the judge. In court yesterday, Deputy Public Prosecutor (DPP) Gail Wong said a stay of execution of the probation order would be in the interest of fairness and justice, maintaining that the offences committed by Siow were ""serious"" ones. However, Siow's lawyer Raphael Louis said the student should be allowed to continue with the rehabilitative process, noting that Siow needs help to change. ""The probation process is in place to help him, not to hinder the appeal process or stifle the prosecution's submissions,"" said Mr Louis. But DPP Wong said there would be a dilemma, after the appeal, if Siow has already served part of his probation. ""There's nothing to impede him from (seeking help) even if the stay of execution is granted,"" she said. In deciding to allow a stay of execution on the probation order, the judge said that even if the High Court agreed with her decision, all it would cost Siow is a delay in the start of his probation. On the other hand, if the High Court allows the appeal, then Siow would have ""undergone a programme that was not meant for him"", she said. <a href=""https://www.straitstimes.com/forum/letters-in-print/preventing-sexual-offences-before-they-happen"" target=""_blank"">SEE FORUM</a> "
276,https://www.straitstimes.com/singapore/courts-crime/police-investigating-telegram-chat-group-suspected-of-sharing-obscene-videos,"Police investigating Telegram chat group suspected of sharing obscene videos, photos of girls","Oct 4, 2019, 11:35 pm","Police investigating Telegram chat group suspected of sharing obscene videos, photos of girls - SINGAPORE - The police said on Friday (Oct 4) that they are investigating a Telegram chat group suspected of sharing obscene photos and videos of Singaporean girls after reports were lodged by some of the victims. The photos allegedly include upskirt photos. The chat group under investigation, ""SG Nasi Lemak"", is no longer accessible, although screenshots seen by Chinese evening daily Lianhe Wanbao show there had been more than 44,000 members when it was still active. According to a reader Wanbao interviewed, the group had been set up for more than a year, but its membership had spiked in recent months with more people coming to know of it. Those interested in gaining access to the group would pay $30 as an ""entry fee"". On Sept 30, Twitter user Darcel Anastasia condemned the group on the social media platform as she was mentioned in Singapore Nasi Lemak. This prompted many other Twitter users to express their disgust at the content being circulated in the chat group. Police said the circulation of obscene materials is an offence, and that anyone with information should call the police hotline on 1800-255-0000 or submit their information online via  All information will be kept strictly confidential, they said. Anyone who transmits obscene materials electronically can be jailed for up to three months, fined, or both. "
277,https://www.straitstimes.com/singapore/courts-crime/62-year-old-man-arrested-for-molesting-male-victim,62-year-old man arrested for molesting male victim,"Oct 4, 2019, 11:09 pm","62-year-old man arrested for molesting male victim - SINGAPORE - A 62-year-old has been arrested for allegedly molesting a male victim, the police said on Friday (Oct 4). The incident happened at Block 29B in Chai Chee Avenue on Wednesday, at about 8.50pm. The two did not know each other. The age of the victim was not revealed but The Straits Times understands that he is a young subject. Police said they identified the suspect with the aid of images from police cameras, and that they are investigating the case. Anyone guilty of outrage of modesty can be jailed up to five years, fined and/or caned. Those over the age of 50 cannot be caned. "
278,https://www.straitstimes.com/singapore/courts-crime/activists-lawyer-no-permit-needed-for-event-as-it-was-a-discussion-not-a,"Activist Jolovan Wham's lawyer: No permit needed for event as it was a discussion, not public assembly","Oct 4, 2019, 6:31 pm","Activist Jolovan Wham's lawyer: No permit needed for event as it was a discussion, not public assembly - SINGAPORE - The lawyer for civil rights activist Jolovan Wham, appealing against his conviction for organising a public assembly without a permit, argued on Friday (Oct 4) that the event in question was simply a ""discussion"" and did not fall within the definition of an ""assembly"" under the law. The 2016 event, called ""Civil Disobedience and Social Movements"", was meant for speakers, including Hong Kong pro-democracy activist Joshua Wong, to share their knowledge and views, Mr Eugene Thuraisingam told the High Court. He argued that the event was not carried out to publicise a cause and, hence, did not constitute a public assembly that required a permit. Mr Thuraisingam also argued that the requirement for a permit under the Public Order Act was unconstitutional and invalid. Making it an offence for someone to organise a public assembly without a permit was a contravention of a citizen's right of assembly under the Constitution, he said. Justice Chua Lee Ming reserved judgment to consider these arguments and will give his decision at a later date. Wham, 39, had organised the event, held at an indoor venue on Nov 26, 2016, and invited all 7,600 of his followers on Facebook to attend. The event featured speeches by freelance journalist Kirsten Han, activist Seelan Palay and Mr Wong, who spoke via a video call. Four days before the event, Wham was told by the police that a permit was required for the event, but he did not apply for one. Police investigations started after the event, and a statement was recorded from Wham. However, he refused to sign the statement, saying he would do so only if he was given a copy. He later signed two other statements after being told he would get copies. He was charged with organising a public assembly without a permit and for refusing to sign his statement and, following a district court trial, was  Wham was  Under the Act, an assembly includes any gathering or meeting held for the purpose of publicising a cause. On Friday, Mr Thuraisingam said the speakers were merely sharing their thoughts and having academic discussions on issues relating to civil disobedience and democracy in social change. For instance, Mr Wong gave an account of his activism activities in Hong Kong but did not go on to say that people in Singapore should do the same, said Mr Thuraisingam. Deputy Public Prosecutor Kumaresan Gohulabalan argued that the event clearly sought to publicise the cause of civil disobedience and social movements and how to reach this goal. He cited the speech that Wham gave at the event, in which the activist noted that the Singapore approach to activism was to ""have a picnic"" like the Pink Dot movement. In the speech, Wham said: ""We don't seem to like this very confrontational civil disobedience types of actions. So how do we get there, I think, this is the billion-dollar question."" "
279,https://www.straitstimes.com/singapore/courts-crime/former-grab-driver-convicted-for-involvment-in-40-million-skillsfuture-fraud,Former convict found guilty for his involvement in $40 million SkillsFuture fraud,"Oct 4, 2019, 5:06 pm","Former convict found guilty for his involvement in $40 million SkillsFuture fraud - SINGAPORE - A former convict, who lost his job as a Grab driver, agreed to let others use his name to register companies in exchange for cash. But Ang Cheng Guan, 47, got embroiled in  He was convicted on Friday (Oct 4) after pleading guilty to six money laundering charges and another two of breaching a director's duty. Another 20 related charges will be taken into account during sentencing. The syndicate used nine shell companies to submit more than 8,000 fraudulent claims to SSG between April and October 2017. On Friday, the court heard that Ang was introduced to a Sim Soon Lee, 43, by a mutual friend some time in July 2017. Sim told Ang that he could not register a company as he was a bankrupt, and asked to borrow Ang's name to register companies, said Deputy Public Prosecutor Jordan Li. ""The accused agreed to Sim's request despite suspecting that Sim was going to use the companies to carry out illegal activities,"" said DPP Li. A few days after their meeting, Ang signed some documents without reading them. He then became the director and shareholder of several companies, a partner in a limited liability partnership and business owner of several sole-proprietorships. These entities were used by the syndicate to submit the fraudulent applications to the SSG. Ang also opened two bank accounts on Sim's instructions, and Sim would instruct him to encash cheques into the two accounts. For each trip to the bank, Ang was paid $3,000 to $5,000. While Ang did not know the source of income for the companies he ""owned"", he had suspected that the monies were obtained from ""illegal means"" since the day Sim approached him for his name, said DPP Li. ""Despite this, the accused continued to help Sim launder the criminal proceeds as he needed the money,"" said DPP Li. Ang left Singapore on Sept 26 that year for China. Some time later, his wife told him that the Singapore authorities were looking for him, and Ang decided to stay in China. He was deported to Singapore on Oct 7 last year and arrested on the same day. In mitigation, defence counsel Too Xing Ji said Ang had a low level of culpability, as he was only following instructions from Sim and did not know about the nature of the transactions . Ang, who was in jail previously for drug offences, had lost his job as a Grab driver and turned to his friends ""out of desperation"" as he had difficulties finding another job, said Mr Too. However, the prosecution sought a jail sentence of at least 8½ years and a five-year disqualification order as a director, citing factors such as the ""staggering sums"" involved. Ang will be sentenced on Oct 18. Sim's case will be dealt with in court at a later date. "
280,https://www.straitstimes.com/singapore/courts-crime/pillion-rider-of-bike-that-chased-after-a-maserati-after-a-hit-and-run,Man tells court Maserati car owner told him he ran away from the police after an 'incident',"Oct 4, 2019, 3:14 pm","Man tells court Maserati car owner told him he ran away from the police after an 'incident' - SINGAPORE - The Maserati car owner, who was  Marketing executive Jeff Chan said Lee Cheng Yan, 35, also told him he fled the scene of the incident, which took place on Nov 17, 2017. The pillion rider of a motorcycle that had tailed the Maserati on that fateful day also testified and identified Lee as its driver. Businessman Yan Junfeng said that during the pursuit, the car stopped momentarily at the traffic lights at the junction of MacPherson and Aljunied roads as there were other vehicles in front of it. Mr Yan said he knocked on the window on the driver's side and Lee turned to look at him ""face to face"". Lee is claiming trial to 10 charges related to the accident, which happened around 9.20pm on Nov 17, 2017. They include voluntarily causing grievous hurt to then 26-year-old Staff Sergeant Khairulanwar Abd Kahar, failing to stop after an accident and obstruction of justice. A Singaporean, Lee is also facing 59 other charges related to matters  He has denied he was the driver of the Maserati that evening, saying it was being driven by a man identified only as ""Kelvin"" in court. The court heard Lee looked ""very nervous"" when he turned up at Mr Chan's Kallang Bahru flat around 10pm on the day of the accident. Mr Chan told District Judge Ng Peng Hong he tried to persuade Lee to surrender to the authorities. He also said that around 11 pm, Lee asked if he could drive him home to Potong Pasir. When they arrived at his home, they spotted patrol cars in the vicinity. ""He didn't dare go home and asked to go back to my home again,"" Mr Chan told the court. At the flat, Lee asked to borrow a T-shirt and he threw his own white T-shirt down the rubbish chute. The police arrived at Mr Chan's home around 2am on Nov 18, 2017 . Lee was arrested and charged in court later that day. Mr Chan said the police later searched his car and found the key to Lee's Maserati near the front passenger seat. ""I was very angry,"" he added, as his car was impounded for about five months. He is no longer on good terms with Lee, he said. Mr Yan, in his testimony, said when he spotted a Traffic Police officer stopping the white Maserati, he began video recording the scene on his mobile phone. The driver remained in the car and swerved to the right before speeding away, he added. He promptly called the police as he felt a hit-and-run accident had taken place. The motorcycle pursued the car and when it stopped at the junction of MacPherson and Aljunied roads, he knocked on the car window. ""I wanted to tell (the driver) to stop. He turned and looked at me in shock,"" he added. Lee ignored Mr Yan and the motorcycle continued tailing the Maserati before losing sight of it near Wan Tho Avenue off Upper Serangoon Road. Lee is out on a $60,000 bail and the trial will resume on Monday (Oct 7). If convicted of causing grievous hurt to the policeman, he can be jailed up to 15 years and fined or caned. "
